nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm0071850	Joseph Bennett	\N	\N	production_designer	tt6510332
nm0073875	Quirin Berg	1978	\N	producer,actor,executive	tt0405094
nm0075666	Joe Berlinger	1961	\N	producer,director,camera_department	tt2028530
nm0075826	Paul Berman	\N	\N	actor	tt0759952
nm0076081	Joyce Bernal	\N	\N	director,editor,producer	tt8368032
nm0078950	John Best	\N	\N	producer,camera_department	tt1094594
nm0078998	Steven Best	\N	\N		tt2359814
nm0079065	Mariela Besuievsky	\N	\N	producer,actress,executive	tt1305806
nm0079273	Paul Bettany	1971	\N	actor,director,writer	tt0276919
nm0079677	Tim Bevan	1957	\N	producer,actor,executive	tt1424432,tt4085696
nm0080199	Ashima Bhalla	\N	\N	actress	tt0378647
nm0080220	Sanjay Leela Bhansali	1963	\N	producer,director,writer	tt0375611
nm0080235	Vishal Bhardwaj	\N	\N	composer,writer,soundtrack	tt0379370,tt0488414,tt3390572
nm0080238	Tanikella Bharani	\N	\N	actor,writer,director	tt0929620,tt1613040
nm0080349	Dibyendu Bhattacharya	\N	\N	actor	tt0400234,tt1327035
nm0081449	Dragan Bjelogrlic	1963	\N	actor,director,writer	tt1634013,tt1801071
nm0081572	Craig Bierko	1964	\N	actor,soundtrack,writer	tt0352248
nm0082211	Haluk Bilginer	1954	\N	actor,soundtrack	tt1282139,tt2758880
nm0082764	Alexandru Bindea	1957	\N	actor	tt1194620
nm0083348	Brad Bird	1957	\N	miscellaneous,writer,director	tt0317705,tt0382932,tt3606756
nm0083777	Taner Birsel	1959	\N	actor,soundtrack	tt1282139
nm0084443	Seema Biswas	1965	\N	actress	tt0296574
nm0084484	Rene Bitorajac	1972	\N	actor	tt0283509
nm0085400	Lewis Black	1948	\N	actor,producer,writer	tt2096673
nm0085542	Todd Black	1960	\N	producer,actor,executive	tt0454921
nm0085997	Vas Blackwood	1962	\N	actor	tt5078886
nm0087709	Jim Blashfield	\N	\N	director,actor,producer	tt2220642
nm0087807	Assen Blatechki	1971	\N	actor,director,producer	tt1670703
nm0089217	Orlando Bloom	1977	\N	actor,producer,soundtrack	tt0120737,tt0167260,tt0167261,tt0325980
nm0089658	Jason Blum	1969	\N	producer,executive	tt2582802
nm0089820	Jason Blumenthal	\N	\N	producer,writer,executive	tt0454921
nm0090236	Jacqueline Boatswain	\N	\N	actress	tt3313066
nm0090283	Kunchacko Boban	\N	\N	actor,producer	tt1821682,tt6315524
nm0092169	Sunil Bohra	\N	\N	producer,writer,director	tt1954470,tt2181831
nm0092632	Carlos Bolado	1964	\N	director,editor,writer	tt0282864
nm0092935	Andrew Keenan-Bolger	1985	\N	actor,producer,director	tt6346162
nm0094495	Jason Bonham	1966	\N	music_department,actor,soundtrack	tt2414166
nm0094524	Ian Bonhôte	\N	\N	producer,director,writer	tt6510332
nm0094850	Mathilde Bonnefoy	1972	\N	editor,director,editorial_department	tt4044364
nm0095104	Bono	1960	\N	soundtrack,actor,composer	tt0892375
nm0095478	Mark Boone Junior	1955	\N	actor,producer,soundtrack	tt0209144
nm0097893	Rahul Bose	1967	\N	actor,writer,director	tt0329393,tt2199711
nm0100559	Fernando Bovaira	\N	\N	producer	tt0369702
nm0100889	Michael Bowen	1953	\N	actor,soundtrack	tt6019206
nm0101810	Joe Boyd	1942	\N	music_department,producer,director	tt2296909
nm0103977	Brahmanandam	1956	\N	actor,music_department,soundtrack	tt0929620
nm0106835	Anthony Bregman	\N	\N	producer,production_manager,actor	tt0338013,tt3544112
nm0107509	Robbie Brenner	\N	\N	producer,miscellaneous,production_manager	tt0790636
nm0108032	Marita Breuer	1953	\N	actress	tt1998204
nm0108703	Sean Bridgers	1968	\N	actor,director,writer	tt3170832
nm0109176	Skot Bright	\N	\N	producer,production_manager,director	tt0965382
nm0110192	Jasper Britton	1962	\N	actor	tt3455822
nm0110357	Graham Broadbent	\N	\N	producer	tt5027774
nm0110483	Barbara Broccoli	1960	\N	producer,assistant_director,miscellaneous	tt0381061
nm0117709	Daniel Brühl	1978	\N	actor,producer	tt1979320
nm0122741	Ken Burns	1953	\N	producer,director,cinematographer	tt0413615
nm0123069	Jeff Burrell	1968	\N	actor	tt3037582
nm0123785	Ben Burtt	1948	\N	sound_department,miscellaneous,editor	tt0910970
nm0124930	Gerard Butler	1969	\N	actor,producer,soundtrack	tt0892769
nm0127472	Steve Caballero	1964	\N	actor,editorial_department,soundtrack	tt2129928
nm0129919	Jeff Calhoun	1959	\N	actor,miscellaneous,director	tt6346162
nm0132709	Martin Campbell	1943	\N	director,producer,actor	tt0381061
nm0135952	Nae Caranfil	1960	\N	writer,director,actor	tt0314067,tt0839967
nm0138809	John Carney	1972	\N	director,writer,soundtrack	tt3544112
nm0142972	Amira Casar	1971	\N	actress	tt5726616
nm0143609	Pat Cash	1965	\N	actor,miscellaneous	tt1361558
nm0146747	Max Cavalera	1969	\N	soundtrack,actor,music_department	tt1249171
nm0147022	Nick Cave	1957	\N	soundtrack,composer,actor	tt5777628
nm0147147	Henry Cavill	1983	\N	actor	tt4912910
nm0149134	Sinan Çetin	1953	\N	producer,director,writer	tt0425333
nm0149146	Vojin Cetkovic	1971	\N	actor,soundtrack	tt0855822
nm0149196	Nuri Bilge Ceylan	1959	\N	director,writer,editor	tt2758880,tt6628102
nm0149556	Ceán Chaffin	1957	\N	producer,cinematographer	tt2267998
nm0149671	Jennifer Chaiken	\N	\N	producer,music_department	tt0342804,tt2215151
nm0149816	Chiranjit	1955	\N	actor,director,writer	tt4115752
nm0149822	Mithun Chakraborty	1947	\N	actor,music_department,writer	tt2283748
nm0149837	Sabyasachi Chakraborty	1956	\N	actor	tt2351177
nm0149867	Chalapathi Rao	\N	\N	actor	tt1601792
nm0151526	Chandramohan	\N	\N	actor	tt0366840
nm0154146	Prasenjit Chatterjee	1962	\N	actor,producer,director	tt2075108,tt3365690
nm0154164	Soumitra Chatterjee	1935	\N	actor	tt4658770
nm0154169	Swatilekha Sengupta	1950	\N	actress	tt4658770
nm0154653	Bhoomika Chawla	1978	\N	actress,miscellaneous	tt0366840
nm0154716	Stephen Chbosky	1970	\N	writer,producer,director	tt1659337,tt2543472
nm0154899	Shafqat Cheema	\N	\N	actor	tt1891757
nm0155741	Cheran	1970	\N	actor,writer,director	tt1843335
nm0157934	Jonathan Chinn	\N	\N	producer,camera_department,cinematographer	tt6794424
nm0158529	Rezo Chkhikvishvili	\N	\N	actor	tt6058226
nm0158856	Min-sik Choi	1962	\N	actor	tt0364569
nm0159008	Noam Chomsky	1928	\N	writer,miscellaneous	tt0759952,tt0841119,tt3270538
nm0159147	Aditya Chopra	1971	\N	producer,writer,director	tt0871510
nm0160091	Steve Christian	\N	2017	producer,actor,camera_department	tt1698010
nm0160666	Ivaylo Hristov	1955	\N	actor,director,writer	tt1670703
nm0161546	George Chuvalo	1937	\N	actor,producer,stunts	tt1419318
nm0165651	Adam Clayton	1960	\N	soundtrack,composer,actor	tt0892375
nm0166436	Antoine de Clermont-Tonnerre	\N	\N	producer,executive	tt0314067
nm0166439	Martine de Clermont-Tonnerre	\N	\N	producer,actress,executive	tt0314067
nm0166580	Jimmy Cliff	1948	\N	soundtrack,actor,composer	tt1183919
nm0167388	François Cluzet	1955	\N	actor,soundtrack	tt1675434
nm0167501	Suzanne Clément	1969	\N	actress,soundtrack,executive	tt3612616
nm0168977	Dennis Coffey	1940	\N	soundtrack,actor,composer	tt2125608
nm0169260	Bruce Cohen	\N	\N	producer,assistant_director,actor	tt0319061
nm0173684	Cristian Comeaga	\N	\N	producer,cinematographer,director	tt0839967
nm0175931	Anne Consigny	1963	\N	actress	tt0401383
nm0177707	Melanie Coombs	1969	\N	producer,production_manager,actress	tt0978762
nm0177896	Bradley Cooper	1975	\N	actor,producer,soundtrack	tt1517451,tt2015381
nm0178088	Henry Cooper	1934	2011	actor	tt1419318
nm0180580	José Coronado	1957	\N	actor,soundtrack	tt4857264
nm0185819	Daniel Craig	1968	\N	actor,producer,soundtrack	tt0381061
nm0186505	Bryan Cranston	1956	\N	actor,producer,director	tt5104604
nm0187724	Wendy Crewson	1956	\N	actress,producer	tt3170832
nm0187877	Robert X. Cringely	1953	\N	writer	tt2104994
nm0189423	Sean Crotty	\N	\N	director,miscellaneous,writer	tt1029172
nm0189581	Paul Crowder	1962	\N	editor,editorial_department,producer	tt0462441,tt2518788
nm0189777	Patrick Crowley	\N	\N	producer,assistant_director,production_manager	tt0440963
nm0189887	Marie-Josée Croze	1970	\N	actress	tt0401383
nm0190859	Alfonso Cuarón	1961	\N	writer,producer,director	tt0457430,tt6155172
nm0191712	R.J. Cutler	1962	\N	producer,director,writer	tt4145178
nm0192984	Paul Currie	\N	\N	producer,director,assistant_director	tt2119532
nm0193231	Adam Curtis	1955	\N	director,producer,writer	tt4393514,tt6156350
nm0193410	Kelly Curtis	\N	\N	producer,miscellaneous,music_department	tt1417592
nm0194143	Zoran Cvijanovic	1958	\N	actor,producer	tt0383846
nm0194365	Jim Czarnecki	\N	\N	producer,actor,transportation_department	tt0310793
nm0194446	Peter Czernin	\N	\N	producer,actor,miscellaneous	tt5027774
nm0194572	Javier Cámara	1967	\N	actor,soundtrack,writer	tt0287467
nm0194788	Michel Côté	1950	\N	actor,writer,art_department	tt0401085
nm0196375	Parvin Dabas	1974	\N	actor,director,writer	tt0466460
nm0197636	Stephen Daldry	1960	\N	producer,director,miscellaneous	tt4085696
nm0200436	Cosima Dannoritzer	\N	\N	director,writer,producer	tt1825163
nm0200452	Paul Dano	1984	\N	actor,soundtrack,producer	tt0469494
nm0200500	Pepe Danquart	1955	\N	director,writer,producer	tt0478331
nm0201638	Danielle Darrieux	1917	2017	actress,soundtrack	tt0808417
nm0201857	Ricardo Darín	1957	\N	actor,director	tt1305806
nm0201903	Nandita Das	1969	\N	actress,animation_department,writer	tt0312859
nm0202704	Bruce Davey	\N	\N	producer,actor,executive	tt2119532
nm0202966	Keith David	1956	\N	actor,soundtrack,producer	tt0413615
nm0204628	Garth Davis	\N	\N	director,cinematographer	tt3741834
nm0204987	Kira Davis	\N	\N	producer,miscellaneous	tt1392214
nm0205626	Viola Davis	1965	\N	actress,producer,soundtrack	tt1392214,tt1454029
nm0206154	Jeremy Dawson	\N	\N	producer,visual_effects,miscellaneous	tt2278388,tt5104604
nm0208937	Peter De Jersey	\N	\N	actor	tt3313066
nm0209339	E.J. De la Pena	\N	\N	actor,writer,producer	tt5161204
nm0211920	Marina de Tavira	1974	\N	actress	tt6155172
nm0213450	Dean DeBlois	1970	\N	writer,animation_department,director	tt0892769,tt1094594
nm0215455	Ronnie Del Carmen	1959	\N	art_department,animation_department,miscellaneous	tt2096673
nm0215842	Vicente G. del Rosario III	\N	\N	producer,miscellaneous,executive	tt5046534,tt8368032
nm0215861	Veronique del Rosario-Corpus	\N	\N	producer,miscellaneous	tt5046534,tt8368032
nm0215924	Alika Del Sol	\N	\N	actress	tt2124189
nm0218714	Ceci Dempsey	\N	\N	producer	tt5083738
nm0218760	Rick Dempsey	\N	\N	miscellaneous,sound_department,producer	tt0347149
nm0219664	Paul Denny	\N	\N	actor	tt1194437
nm0219939	Danny Denzongpa	1948	\N	actor,music_department,soundtrack	tt3848892
nm0222426	Ajay Devgn	1969	\N	actor,producer,miscellaneous	tt0296574,tt0319736,tt0488414,tt4430212
nm0223521	Anil Dhawan	\N	\N	actor	tt8108198
nm0223606	Tigmanshu Dhulia	\N	\N	writer,director,actor	tt1620933,tt1954470,tt2181831
nm0224441	Mircea Diaconu	1949	\N	actor,writer	tt0314067
nm0225503	Bruce Dickinson	1958	\N	soundtrack,actor,composer	tt1361558
nm0227708	Gheorghe Dinica	1934	2009	actor	tt0314067
nm0229042	Mylene Dizon	1976	\N	actress,soundtrack	tt5046534
nm0229301	Branko Djuric	1962	\N	director,writer,actor	tt0283509
nm0229943	Vernon Dobtcheff	1934	\N	actor,writer,miscellaneous	tt0381681
nm0230032	Pete Docter	1968	\N	writer,director,actor	tt0198781,tt1049413,tt2096673
nm0230859	Xavier Dolan	1989	\N	actor,writer,director	tt3612616
nm0231596	Andrew Dominik	1967	\N	director,writer,camera_department	tt5777628
nm0232433	Joshua Donen	1955	\N	producer,executive,miscellaneous	tt2267998
nm0233035	Michael Donovan	\N	\N	producer,writer,executive	tt0310793
nm0234237	Anne Dorval	1960	\N	actress	tt3612616
nm0237041	George Drakoulias	\N	\N	music_department,soundtrack,producer	tt0965382
nm0237838	Julie Dreyfus	1966	\N	actress,casting_department	tt6019206
nm0240318	Lola Dueñas	1971	\N	actress,soundtrack	tt0369702
nm0241496	Frédérique Dumas-Zajdela	\N	\N	producer,actress,miscellaneous	tt0283509
nm0242253	Sebastian Dungan	1972	\N	producer,actor	tt2215151
nm0242757	Sam Dunn	\N	\N	producer,director,writer	tt0478209,tt1249171,tt1361558,tt1545103,tt4130418
nm0243462	Paula DuPré Pesmen	\N	\N	producer,miscellaneous,actress	tt1313104
nm0244866	C. Ashwini Dutt	\N	\N	producer,miscellaneous	tt0296574
nm0246386	Mélissa Désormeaux-Poulin	\N	\N	actress	tt1255953
nm0246404	Luc Déry	\N	\N	producer,actor	tt1255953
nm0246969	Ali Düsenkalkar	1961	\N	actor	tt1282139
nm0247787	Andrew Eaton	1960	\N	producer,director,executive	tt1979320
nm0248364	Juan Echanove	1961	\N	actor,director,soundtrack	tt1789810
nm0249050	Neal Edelstein	\N	\N	producer,director,writer	tt0166924
nm0249291	Joel Edgerton	1974	\N	actor,writer,producer	tt1291584
nm0249316	John Edginton	\N	\N	producer,director,writer	tt2296909
nm0252230	Chiwetel Ejiofor	1977	\N	actor,soundtrack,director	tt2024544
nm0252753	Khaled El-Sawi	1963	\N	actor,assistant_director	tt3461252
nm0252961	Idris Elba	1972	\N	actor,producer,writer	tt2948356
nm0254178	Adam Elliot	1972	\N	director,writer,animation_department	tt0978762
nm0255145	Warren Ellis	\N	\N	soundtrack,composer,music_department	tt5777628
nm0257917	Alfred Enoch	1988	\N	actor	tt3313066
nm0258784	Yilmaz Erdogan	1967	\N	actor,writer,director	tt0270053
nm0259472	Altan Erkekli	1955	\N	actor	tt0270053
nm0259847	James Erskine	\N	\N	director,producer,writer	tt4640206
nm0262167	Peter Ettedgui	\N	\N	writer,miscellaneous,producer	tt6510332
nm0262635	Chris Evans	1981	\N	actor,producer,director	tt0848228,tt4154756
nm0266658	Siu-Wong Fan	1973	\N	actor,stunts,music_department	tt1220719
nm0267042	Golshifteh Farahani	1983	\N	actress,soundtrack,camera_department	tt1360860
nm0270559	Kevin Feige	1973	\N	producer,miscellaneous,production_manager	tt0848228
nm0271479	Eric Fellner	1959	\N	producer,actor,executive	tt1424432,tt1979320,tt4085696
nm0271605	Ivo Felt	\N	\N	sound_department,producer,composer	tt2991224
nm0272401	Craig Ferguson	1962	\N	writer,actor,producer	tt0892769
nm0275418	Jeff Feuerzeig	\N	\N	writer,director,camera_department	tt0436231
nm0276062	Todd Field	1964	\N	actor,director,producer	tt3445270
nm0276178	Adam Fields	\N	\N	producer,music_department,production_manager	tt0246578
nm0276367	Venetta Fields	\N	\N	actress,soundtrack,writer	tt2296909
nm0277975	Frank Finlay	1926	2016	actor	tt0253474
nm0278128	Jonathan Finn	\N	\N	producer,miscellaneous,production_manager	tt4085696
nm0278817	Andy Fischer	1967	\N	producer,miscellaneous,editorial_department	tt1417592
nm0282645	Marius Florea Vizante	\N	\N	actor	tt0839967
nm0282936	Rosario Flores	1963	\N	soundtrack,actress,composer	tt0287467
nm0284369	Ari Folman	1962	\N	writer,director,soundtrack	tt1185616
nm0286040	George Foreman	1949	\N	actor	tt1419318
nm0286570	Shahrokh Foroutanian	\N	\N	actor,art_director,costume_designer	tt0416960
nm0287933	Lilibet Foster	\N	\N	director,producer,writer	tt2473476
nm0288144	Alastair Fothergill	1960	\N	producer,director,writer	tt0393597
nm0288976	Emilia Fox	1974	\N	actress,producer	tt0253474
nm0290581	Larry Franco	1949	\N	producer,assistant_director,actor	tt0372784
nm0291542	Scott Franklin	\N	\N	producer,actor	tt0947798
nm0292647	Rachel Winter	\N	\N	producer,miscellaneous,assistant_director	tt0790636
nm0293375	Douglas Freeman	\N	\N	producer,composer,music_department	tt0379730
nm0293726	Christian Frei	1959	\N	director,producer,writer	tt0309061
nm0294347	Jacque Fresco	1916	2017	art_department,special_effects,animation_department	tt0870112,tt1781069
nm0294825	Ron Fricke	\N	\N	cinematographer,camera_department,writer	tt0770802
nm0298221	Drew Fuller	1980	\N	actor,director,producer	tt5870084
nm0299000	Jill Furmanovsky	\N	\N	camera_department,miscellaneous,director	tt2296909
nm0302330	John Gallagher Jr.	1984	\N	actor,soundtrack	tt2370248
nm0303185	Jenny Galloway	1959	\N	actress,soundtrack	tt1754109
nm0303826	Jacques Gamblin	1957	\N	actor	tt1014762
nm0303922	Mercedes Gamero	\N	\N	producer,actress	tt4857264
nm0305558	Gael García Bernal	1978	\N	actor,producer,writer	tt2380307
nm0306088	Esther García	1956	\N	producer,production_manager,actress	tt1789810,tt3011894
nm0306890	Dede Gardner	\N	\N	producer,location_management,executive	tt2024544
nm0307531	Jeff Garlin	1962	\N	actor,producer,director	tt0910970
nm0309107	Tatsuya Gashûin	1950	\N	actor	tt0347149
nm0309693	Mark Gatiss	1966	\N	actor,writer,producer	tt3313066
nm0309864	John Gau	1940	\N	producer,writer,director	tt2104994
nm0309945	Maxim Gaudette	1974	\N	actor	tt1255953
nm0310221	Gautami	\N	\N	actress,costume_designer	tt4429128
nm0310813	James Gay-Rees	\N	\N	producer,writer	tt1424432
nm0311086	William Gazecki	\N	\N	sound_department,editor,producer	tt0870112
nm0311476	Martina Gedeck	1961	\N	actress,soundtrack	tt0405094
nm0311588	Cees Geel	1965	\N	actor,soundtrack	tt0393775
nm0312656	Tesshô Genda	1948	\N	actor,soundtrack	tt1260502
nm0313623	Terry George	1952	\N	writer,producer,miscellaneous	tt0395169
nm0314088	Bill Gerber	\N	\N	producer,actor,executive	tt1205489
nm0315842	Bahman Ghobadi	1969	\N	director,producer,writer	tt0424227
nm0315872	Goutam Ghose	1950	\N	director,writer,cinematographer	tt4115752
nm0316079	Paul Giamatti	1967	\N	actor,producer,soundtrack	tt0352248
nm0316701	Mary Gibbs	1996	\N	actress	tt0198781
nm0316795	Alex Gibney	1953	\N	producer,director,writer	tt2111478,tt4257858,tt7689966
nm0317592	H.R. Giger	1940	2014	miscellaneous,art_department,director	tt1935156
nm0317604	Ryan Giggs	1973	\N		tt3311384
nm0317725	Ariadna Gil	1969	\N	actress,director,writer	tt0457430
nm0318821	Aidan Gillen	1968	\N	actor,writer,producer	tt3544112
nm0320880	Giri Babu	\N	\N	actor,director,writer	tt1583256
nm0322198	Michael Glawogger	1959	2014	writer,director,camera_department	tt0478331
nm0322407	Brendan Gleeson	1955	\N	actor,soundtrack,director	tt1865505
nm0322684	Nick Glennie-Smith	1951	\N	music_department,composer,soundtrack	tt5732482
nm0322977	Nebojsa Glogovac	1969	2018	actor,producer	tt0209180,tt0383846,tt0855822
nm0323359	Kathleen Glynn	1958	\N	producer,miscellaneous,costume_department	tt0310793
nm0325148	B.Z. Goldberg	\N	\N	producer,director,writer	tt0282864
nm0326077	Harvey Goldsmith	1946	\N	producer,miscellaneous	tt5732482
nm0326136	William Goldsmith	1972	\N	soundtrack,actor	tt1853563
nm0326512	Steve Golin	1955	\N	producer,actor,executive	tt0338013,tt1663202,tt1895587
nm0327273	Michel Gondry	1963	\N	director,producer,writer	tt0338013
nm0327944	Alejandro G. Iñárritu	1963	\N	producer,director,writer	tt1663202,tt5929776
nm0328828	Matthew Goode	1978	\N	actor	tt2084970
nm0329481	Ginnifer Goodwin	1978	\N	actress,soundtrack	tt2948356
nm0329697	M.R. Gopakumar	\N	\N	actor	tt1945039
nm0329745	Christopher Gora	\N	\N	actor,miscellaneous,producer	tt0379225
nm0330687	Joseph Gordon-Levitt	1981	\N	actor,producer,soundtrack	tt1375666
nm0330864	Gillian Gorfil	\N	\N	producer	tt0450259
nm0331516	Ryan Gosling	1980	\N	actor,soundtrack,producer	tt1856101,tt3783958
nm0331600	Stone Gossard	1966	\N	soundtrack,actor,producer	tt1417592
nm0332950	Ashutosh Gowariker	1964	\N	writer,actor,producer	tt0169102,tt0367110
nm0334880	Temple Grandin	1947	\N	writer,actress	tt2359814
nm0334882	Darío Grandinetti	1959	\N	actor	tt0287467,tt3011894
nm0337676	Brunson Green	\N	\N	producer,actor,assistant_director	tt1454029
nm0339030	Paul Greengrass	1955	\N	director,producer,writer	tt0440963
nm0340522	Brad Grey	1957	2017	producer,writer,miscellaneous	tt0407887
nm0342399	Greg Grunberg	1966	\N	actor,producer,writer	tt1517451
nm0342430	Nicole Paradis Grindle	\N	\N	producer,miscellaneous,visual_effects	tt3606756
nm0342488	Rupert Grint	1988	\N	actor,producer,soundtrack	tt1201607
nm0342970	Dave Grohl	1969	\N	soundtrack,actor,director	tt1853563
nm0343082	Marc-André Grondin	1984	\N	actor	tt0401085
nm0344442	Sandu Mihai Gruia	\N	\N	actor	tt0839967
nm0345174	Luca Guadagnino	1971	\N	director,producer,writer	tt5726616
nm0347384	Ed Guiney	\N	\N	producer,executive	tt3170832,tt5083738
nm0348015	Gunasekhar	\N	\N	writer,director,producer	tt0366840
nm0348181	James Gunn	1966	\N	writer,producer,actor	tt2015381
nm0348481	Neena Gupta	1959	\N	actress,director,music_department	tt7725596
